doc_id	layer	nur_bei	span
18_buchhaltung-aurea	SKILL	nur A	Erstellung von Monats - , Quartals - und Jahresabschlüssen nach HGB
18_buchhaltung-aurea	SKILL	nur A	Monatliche Konsolidierung auf Gruppenebene
18_buchhaltung-aurea	SKILL	nur A	Erstellung von Kostenstellenreports und Führung des Anlagevermögens
18_buchhaltung-aurea	SKILL	nur A	Periodengerechte Abgrenzung von Unternehmenskosten
18_buchhaltung-aurea	SKILL	nur A	tägliche Buchung von Geschäftsvorfällen
18_buchhaltung-aurea	SKILL	nur A	Mitarbeit an Projekten zur Optimierung von Geschäftsprozessen
18_buchhaltung-aurea	SKILL	nur A	Key-User-Funktion im Bereich Finanzbuchhaltung
18_buchhaltung-aurea	SKILL	nur A	Durchführung von Mitarbeiterschulungen
18_buchhaltung-aurea	SKILL	nur A	Kontenabstimmungen
18_buchhaltung-aurea	SKILL	nur A	abschlusssichere Buchungen im Rahmen des Jahresabschlusses
18_buchhaltung-aurea	SKILL	nur A	Bereitstellung aller Haupt - und Nebenbücher für Wirtschaftsprüfer
18_buchhaltung-aurea	SKILL	nur A	Begleitung der Inventur
18_buchhaltung-aurea	SKILL	nur A	Sachkonten-Mapping für internationale Gesellschaften
18_buchhaltung-aurea	SKILL	nur A	Abstimmung von Intercompany-Sachverhalten
18_buchhaltung-aurea	SKILL	nur A	Analyse von Finanzdaten
18_buchhaltung-aurea	SKILL	nur A	Kontrolle von Betriebskosten und Buchungen auf Sachkostenebene
18_buchhaltung-aurea	SKILL	nur A	Erstellung von Umsatzsteuerjahresmeldungen , K-4 Meldungen und Meldungen zur Strukturstatistik
18_buchhaltung-aurea	SKILL	nur A	Kommunikation mit Banken
18_buchhaltung-aurea	SKILL	nur A	Verwaltung von Perioden im ERP-System
18_buchhaltung-aurea	SKILL	nur A	Führungserfahrung
18_buchhaltung-aurea	SKILL	nur A	ein Team zu leiten und zu entwickeln
18_buchhaltung-aurea	SKILL	nur A	Gute Kommunikationsfähigkeiten in Deutsch und Englisch
18_buchhaltung-aurea	SKILL	nur B	Prüfung von Steuerbescheiden für deutsche Gesellschaften und Sicherstellung termingerechter Vorauszahlungen ( KöSt , GewSt )
18_buchhaltung-aurea	SKILL	nur B	Erstellung von Monats - , Quartals - und Jahresabschlüssen nach HGB ( Bilanz , GuV , BWA ) für deutsche und belgische Gesellschaften
18_buchhaltung-aurea	SKILL	nur B	Monatliche Konsolidierung auf Gruppenebene ( Deutschland , Belgien , Schweiz , Österreich )
18_buchhaltung-aurea	SKILL	nur B	Erstellung von Kostenstellenreports und Führung des Anlagevermögens in DATEV und Excel
18_buchhaltung-aurea	SKILL	nur B	Periodengerechte Abgrenzung von Unternehmenskosten und tägliche Buchung von Geschäftsvorfällen
18_buchhaltung-aurea	SKILL	nur B	Mitarbeit an Projekten zur Optimierung von Geschäftsprozessen und Umsetzung gesetzlicher Neuerungen
18_buchhaltung-aurea	SKILL	nur B	Key-User-Funktion im Bereich Finanzbuchhaltung und Durchführung von Mitarbeiterschulungen
18_buchhaltung-aurea	SKILL	nur B	Kontenabstimmungen ( OP-geführte Sachkonten , Bilanz - und GuV-Konten ) und abschlusssichere Buchungen im Rahmen des Jahresabschlusses
18_buchhaltung-aurea	SKILL	nur B	Bereitstellung aller Haupt - und Nebenbücher für Wirtschaftsprüfer und Begleitung der Inventur
18_buchhaltung-aurea	SKILL	nur B	Sachkonten-Mapping für internationale Gesellschaften und Abstimmung von Intercompany-Sachverhalten
18_buchhaltung-aurea	SKILL	nur B	Analyse von Finanzdaten sowie Kontrolle von Betriebskosten und Buchungen auf Sachkostenebene
18_buchhaltung-aurea	SKILL	nur B	Erstellung von Umsatzsteuerjahresmeldungen , K-4 Meldungen und Meldungen zur Strukturstatistik bzw . globalen Wertschöpfung ( Destatis )
18_buchhaltung-aurea	SKILL	nur B	Weiterleitung der Jahresabschlüsse und Kommunikation mit Banken
18_buchhaltung-aurea	SKILL	nur B	Verwaltung von Perioden im ERP-System für alle Abteilungen und Gesellschaften
18_buchhaltung-aurea	SKILL	nur B	Fähigkeit , ein Team zu leiten und zu entwickeln
18_buchhaltung-aurea	SKILL	nur B	Kommunikationsfähigkeiten in Deutsch und Englisch , insbesondere für internationale Gesellschaften
18_buchhaltung-aurea	KNOWLEDGE	nur A	HGB
18_buchhaltung-aurea	KNOWLEDGE	nur A	HGB
18_buchhaltung-aurea	KNOWLEDGE	nur A	Umsatzsteuer
18_buchhaltung-aurea	KNOWLEDGE	nur A	DATEV
18_buchhaltung-aurea	KNOWLEDGE	nur A	Excel
18_buchhaltung-aurea	KNOWLEDGE	nur A	Deutsch
18_buchhaltung-aurea	KNOWLEDGE	nur B	KöSt
18_buchhaltung-aurea	KNOWLEDGE	nur B	GewSt
18_buchhaltung-aurea	KNOWLEDGE	nur B	Destatis
18_buchhaltung-aurea	KNOWLEDGE	nur B	Reporting
19_sachbearbeiter-controlling	SKILL	nur A	Pflege und Verwaltung von Stammdaten für Investitionsprojekte
19_sachbearbeiter-controlling	SKILL	nur A	Weiterentwicklung und Optimierung des Investitionscontrollings
19_sachbearbeiter-controlling	SKILL	nur B	Pflege und Verwaltung von Stammdaten für Investitionsprojekte sowie bauliche Instandhaltungs - und Unterhaltungsmaßnahmen
19_sachbearbeiter-controlling	SKILL	nur B	Mitarbeit an Projekten zur Weiterentwicklung und Optimierung des Investitionscontrollings
19_sachbearbeiter-controlling	SKILL	nur B	sicherer Umgang mit den gängigen MS Office Anwendungen
19_sachbearbeiter-controlling	SKILL	nur B	Verhandlungssichere Deutschkenntnisse in Wort und Schrift
19_sachbearbeiter-controlling	KNOWLEDGE	nur A	SAP-PS-Systems
19_sachbearbeiter-controlling	KNOWLEDGE	nur A	SAP PS
19_sachbearbeiter-controlling	KNOWLEDGE	nur A	MS Office
19_sachbearbeiter-controlling	KNOWLEDGE	nur B	Investitionscontrollings
19_sachbearbeiter-controlling	KNOWLEDGE	nur B	MS Office Anwendungen
20_pflegefachkraft-remacare	SKILL	nur A	Durchführung der allgemeinen Grundpflege
20_pflegefachkraft-remacare	SKILL	nur A	Behandlungspflege unserer Klienten
20_pflegefachkraft-remacare	SKILL	nur A	Körperpflege
20_pflegefachkraft-remacare	SKILL	nur A	Mobilisation
20_pflegefachkraft-remacare	SKILL	nur A	Medikamentengabe
20_pflegefachkraft-remacare	SKILL	nur A	Wundversorgung
20_pflegefachkraft-remacare	SKILL	nur A	Blutdruck - , Puls - und Blutzuckerkontrolle
20_pflegefachkraft-remacare	SKILL	nur A	Portversorgung
20_pflegefachkraft-remacare	SKILL	nur B	Durchführung der allgemeinen Grundpflege und Behandlungspflege unserer Klienten ( z . B . Körperpflege , Mobilisation , Medikamentengabe , Wundversorgung , Blutdruck - , Puls - und Blutzuckerkontrolle , Portversorgung etc . )
20_pflegefachkraft-remacare	KNOWLEDGE	nur B	Grundpflege
20_pflegefachkraft-remacare	KNOWLEDGE	nur B	Behandlungspflege
20_pflegefachkraft-remacare	KNOWLEDGE	nur B	Körperpflege
20_pflegefachkraft-remacare	KNOWLEDGE	nur B	Mobilisation
20_pflegefachkraft-remacare	KNOWLEDGE	nur B	Medikamentengabe
20_pflegefachkraft-remacare	KNOWLEDGE	nur B	Wundversorgung
20_pflegefachkraft-remacare	KNOWLEDGE	nur B	Blutdruck - , Puls - und Blutzuckerkontrolle
20_pflegefachkraft-remacare	KNOWLEDGE	nur B	Portversorgung
21_erzieher	SKILL	nur A	Gestaltung eines liebevollen und sicheren Umfelds
21_erzieher	SKILL	nur A	Kreative Ideen
21_erzieher	SKILL	nur B	Gestaltung eines liebevollen und sicheren Umfelds , in dem sich Kinder geborgen fühlen
21_erzieher	SKILL	nur B	Kinder im Alltag zu inspirieren und zu fördern
22_sozialarbeiter-jugendhilfe	SKILL	nur A	Interesse an konzeptioneller Weiterentwicklung und innovativen Ansätzen in der Jugendarbeit
23_produktionsmitarbeiter	SKILL	nur A	bestücken , steuern und überwachen unsere Anlagen und Maschinen
23_produktionsmitarbeiter	SKILL	nur A	verantworten einzelne Produktionsbereiche für die Herstellung von Reinigern und Polituren
23_produktionsmitarbeiter	SKILL	nur A	stellen Rohstoffe bereit , füllen Materialien nach
23_produktionsmitarbeiter	SKILL	nur A	Handwerkliches Geschick und technisches Verständnis
23_produktionsmitarbeiter	SKILL	nur B	Sie bestücken , steuern und überwachen unsere Anlagen und Maschinen
23_produktionsmitarbeiter	SKILL	nur B	Sie verantworten einzelne Produktionsbereiche für die Herstellung von Reinigern und Polituren
23_produktionsmitarbeiter	SKILL	nur B	Sie stellen Rohstoffe bereit , füllen Materialien nach und sorgen für Ihren Arbeitsplatz
23_produktionsmitarbeiter	SKILL	nur B	Handwerkliches Geschick und technisches Verständnis für unser Maschinen und Anlagen
23_produktionsmitarbeiter	SKILL	nur B	Deutschkenntnisse
23_produktionsmitarbeiter	KNOWLEDGE	nur A	Produktion
23_produktionsmitarbeiter	KNOWLEDGE	nur B	Lebensmittelverarbeitenden Gewerbe
23_produktionsmitarbeiter	KNOWLEDGE	nur B	Bäckerei
23_produktionsmitarbeiter	KNOWLEDGE	nur B	fleischverarbeitendes Gewerbe
24_customer-service-export	SKILL	nur A	arbeiten mit einem Ticketsystem
24_customer-service-export	SKILL	nur A	Angebote und Exportdokumente erstellen
24_customer-service-export	SKILL	nur A	supporten den Inhouse Sales Manager
24_customer-service-export	SKILL	nur A	kommunikations - und überzeugungsfähig
24_customer-service-export	SKILL	nur B	Sie arbeiten mit einem Ticketsystem
24_customer-service-export	SKILL	nur B	Angebote und Exportdokumente erstellen ( Maschinen , Ersatzteile etc . )
24_customer-service-export	SKILL	nur B	Sie supporten den Inhouse Sales Manager
24_customer-service-export	SKILL	nur B	gute Sprachkenntnisse in Englisch in Wort und Schrift
24_customer-service-export	SKILL	nur B	Sie sind kommunikations - und überzeugungsfähig
24_customer-service-export	KNOWLEDGE	nur A	SAP-Kenntnisse
25_personalreferent	SKILL	nur B	Umgang mit gängiger HR-Software
25_personalreferent	KNOWLEDGE	nur B	HR-Projekten
25_personalreferent	KNOWLEDGE	nur B	HR-Strategien
25_personalreferent	KNOWLEDGE	nur B	HR-Bereich
26_hr-generalist	SKILL	nur A	verantworten das Anzeigen - und Bewerbermanagement
26_hr-generalist	SKILL	nur A	erstellen und analysieren regelmäßig HR-Kennzahlen
26_hr-generalist	SKILL	nur A	Zusammenarbeit mit dem Betriebsrat
26_hr-generalist	SKILL	nur B	Sie verantworten das Anzeigen - und Bewerbermanagement
26_hr-generalist	SKILL	nur B	Sie erstellen und analysieren regelmäßig HR-Kennzahlen
26_hr-generalist	SKILL	nur B	Sie wirken unterstützend bei der Zusammenarbeit mit dem Betriebsrat mit
26_hr-generalist	SKILL	nur B	gute bis sehr gute Englischkenntnisse
26_hr-generalist	KNOWLEDGE	nur A	SAP HR-Kenntnisse
26_hr-generalist	KNOWLEDGE	nur B	Personalbeschaffung und - betreuung
26_hr-generalist	KNOWLEDGE	nur B	Anzeigen - und Bewerbermanagement
26_hr-generalist	KNOWLEDGE	nur B	SAP
27_sicherheitsmitarbeiter	SKILL	nur A	Kontrollgänge
27_sicherheitsmitarbeiter	SKILL	nur A	Entgegennahme von eingehenden Telefonaten
27_sicherheitsmitarbeiter	SKILL	nur A	Auf - und Verschluss
27_sicherheitsmitarbeiter	SKILL	nur A	überwachen die technischen Sicherheitseinrichtungen
27_sicherheitsmitarbeiter	SKILL	nur A	zuverlässige Objektbewachung
27_sicherheitsmitarbeiter	SKILL	nur A	zuverlässig , flexibel und teamfähig
27_sicherheitsmitarbeiter	SKILL	nur B	Sie führen als Sicherheitskraft ( m/w/d ) Tätigkeiten wie zum Beispiel Kontrollgänge , Entgegennahme von eingehenden Telefonaten und Auf - und Verschluss durch
27_sicherheitsmitarbeiter	SKILL	nur B	Sie überwachen die technischen Sicherheitseinrichtungen wie z . B . Kameras
27_sicherheitsmitarbeiter	SKILL	nur B	Sie sorgen für die zuverlässige Objektbewachung
27_sicherheitsmitarbeiter	SKILL	nur B	Sie sind zuverlässig , flexibel und teamfähig
28_technischer-produktdesigner	SKILL	nur A	erstellen technische Zeichnungen , Baugruppen - und Anordnungszeichnungen sowie Schaltpläne
28_technischer-produktdesigner	SKILL	nur A	setzen Konstruktionsvorgaben normgerecht um
28_technischer-produktdesigner	SKILL	nur A	stellen die Einhaltung von Qualitätsstandards sicher
28_technischer-produktdesigner	SKILL	nur A	pflegen Artikelstammdaten , Stücklisten und technische Änderungen im SAP-System
28_technischer-produktdesigner	SKILL	nur A	führen Zeichnungs - und Stücklistenänderungen in CAD - und SAP-Systemen durch
28_technischer-produktdesigner	SKILL	nur A	halten die technische Dokumentation aktuell
28_technischer-produktdesigner	SKILL	nur A	entwickeln technische Detaillösungen
28_technischer-produktdesigner	SKILL	nur A	wählen geeignete Bauteile sowie Halbzeuge unter technischen und wirtschaftlichen Gesichtspunkten aus
28_technischer-produktdesigner	SKILL	nur A	erstellen technische Dokumentationen , Stücklisten , Auswertungen und Datenaustauschdateien
28_technischer-produktdesigner	SKILL	nur A	Import , die Prüfung und die Bearbeitung technischer Daten
28_technischer-produktdesigner	SKILL	nur A	Durchführung einfacher technischer Berechnungen
28_technischer-produktdesigner	SKILL	nur B	Sie erstellen technische Zeichnungen , Baugruppen - und Anordnungszeichnungen sowie Schaltpläne auf Basis technischer Vorgaben
28_technischer-produktdesigner	SKILL	nur B	Sie setzen Konstruktionsvorgaben normgerecht um und stellen die Einhaltung von Qualitätsstandards sicher
28_technischer-produktdesigner	SKILL	nur B	Sie pflegen Artikelstammdaten , Stücklisten und technische Änderungen im SAP-System
28_technischer-produktdesigner	SKILL	nur B	Sie führen Zeichnungs - und Stücklistenänderungen in CAD - und SAP-Systemen durch und halten die technische Dokumentation aktuell
28_technischer-produktdesigner	SKILL	nur B	Sie entwickeln technische Detaillösungen und wählen geeignete Bauteile sowie Halbzeuge unter technischen und wirtschaftlichen Gesichtspunkten aus
28_technischer-produktdesigner	SKILL	nur B	Sie erstellen technische Dokumentationen , Stücklisten , Auswertungen und Datenaustauschdateien für Kunden , Lieferanten und interne Fachbereiche
28_technischer-produktdesigner	SKILL	nur B	Sie übernehmen den Import , die Prüfung und die Bearbeitung technischer Daten von externen Projektpartnern
28_technischer-produktdesigner	SKILL	nur B	Sie unterstützen Projekte durch die Durchführung einfacher technischer Berechnungen , beispielsweise zu Gewicht , Materialeinsatz oder Volumen
28_technischer-produktdesigner	KNOWLEDGE	nur A	Qualitätsstandards
28_technischer-produktdesigner	KNOWLEDGE	nur A	Normen
28_technischer-produktdesigner	KNOWLEDGE	nur A	Qualitätsstandards
28_technischer-produktdesigner	KNOWLEDGE	nur A	MS-Office-Kenntnisse
28_technischer-produktdesigner	KNOWLEDGE	nur B	technischen Zeichnungen und Stücklisten
28_technischer-produktdesigner	KNOWLEDGE	nur B	relevanter Normen und Qualitätsstandards
29_lagermitarbeiter	SKILL	nur A	Umlagerungen zur Optimierung der Lagerbestände
29_lagermitarbeiter	SKILL	nur A	Verpackung der Fertigwaren
29_lagermitarbeiter	SKILL	nur A	Hohes Maß an Kommunikations - und Teamfähigkeit
29_lagermitarbeiter	SKILL	nur B	führen eigenständig Umlagerungen zur Optimierung der Lagerbestände durch und übernehmen die Verpackung der Fertigwaren
29_lagermitarbeiter	SKILL	nur B	sorgen für einen reibungslosen Logistikablauf
29_lagermitarbeiter	SKILL	nur B	allgemeine Reinigungs - und Ordnungstätigkeiten
29_lagermitarbeiter	SKILL	nur B	Kommunikations - und Teamfähigkeit
30_technischer-projektleiter-elektro	SKILL	nur A	Technische Abwicklung von Kundenverträgen für elektrische und leittechnische Systeme
30_technischer-projektleiter-elektro	SKILL	nur A	Verantwortung für die technische Koordination von Generatoren , Transformatoren sowie Mittel - und Hochspannungsschaltanlagen
30_technischer-projektleiter-elektro	SKILL	nur A	Spezifikation und Auslegung der Elektro - und Leittechnik
30_technischer-projektleiter-elektro	SKILL	nur A	ausgeprägte Kommunikations - , Koordinations - und Schnittstellenkompetenz
30_technischer-projektleiter-elektro	SKILL	nur B	Technische Abwicklung von Kundenverträgen für elektrische und leittechnische Systeme im erweiterten Lieferumfang von Dampfturbinenanlagen
30_technischer-projektleiter-elektro	SKILL	nur B	Verantwortung für die technische Koordination von Generatoren , Transformatoren sowie Mittel - und Hochspannungsschaltanlagen ( MV/HV )
30_technischer-projektleiter-elektro	SKILL	nur B	Spezifikation und Auslegung der Elektro - und Leittechnik auf Grundlage von Vertragsanforderungen , technischen Vorgaben und kundenspezifischen Anforderungen
30_technischer-projektleiter-elektro	SKILL	nur B	Montage - oder Inbetriebnahmetätigkeiten
30_technischer-projektleiter-elektro	SKILL	nur B	Sehr gute bzw . sichere Englischkenntnisse für internationale Projekte und Kundengespräche
30_technischer-projektleiter-elektro	SKILL	nur B	Kommunikations - , Koordinations - und Schnittstellenkompetenz
30_technischer-projektleiter-elektro	KNOWLEDGE	nur A	Montage - oder Inbetriebnahmetätigkeiten
30_technischer-projektleiter-elektro	KNOWLEDGE	nur B	elektrische und leittechnische Systeme
30_technischer-projektleiter-elektro	KNOWLEDGE	nur B	Dampfturbinenanlagen
30_technischer-projektleiter-elektro	KNOWLEDGE	nur B	Generatoren
30_technischer-projektleiter-elektro	KNOWLEDGE	nur B	Transformatoren
30_technischer-projektleiter-elektro	KNOWLEDGE	nur B	MV/HV
30_technischer-projektleiter-elektro	KNOWLEDGE	nur B	elektrischer Energieanlagen
30_technischer-projektleiter-elektro	KNOWLEDGE	nur B	Fremdsprachen
