kategorie	id	gold_span	vorhersage	satz	notiz	befund
zersplittert	test_3044	sales canvassing	sales | canvassing cold calling and booking meetings on the phone	You thrive with sales canvassing cold calling and booking meetings on the phone .	in Liste ohne Kommas zerteilt	ZS: sonstiges
zersplittert	test_2875	coach and develop your team	coach | develop your team	You will set the direction coach and develop your team .	an „and“ zerteilt	ZS: an and zerteilt
zersplittert	test_3528	architecting value creating solutions for the business	architecting value | creating solutions for the business	You have a minimum of 10 years of experience working with PLM and ERP systems and you must have previous experience in capturing requirements from large organizations and architecting value creating solutions for the business You have extensive technical knowledge of the system capabilities and experience in enabling the software to create value in the organization as well as a deep understanding of processes and their lifecycles across the lifespan of a Wind Turbine 25+ years .	Kompositum „value creating“ zerteilt	ZS: sonstiges
zersplittert	test_2964	prioritising your tasks and identifying those that are the most important	prioritising your tasks | identifying those that are the most important	You take a structured approach to work and are skilled in prioritising your tasks and identifying those that are the most important .	an „and“ zerteilt	ZS: an and zerteilt
zersplittert	test_982	Structured and result-oriented way of working	Structured | result-oriented	Structured and result-oriented way of working as well as willingness to learn joy of communication and independent cooperation	an „and“ zerteilt	ZS: an and zerteilt
zersplittert	test_3357	responsible and professional work ethic?	responsible | professional work ethic?	DO YOU: Love being outdoors all day long come rain or sunshine? Have a desire to create an entertaining & memorable tour for our worldwide visitors? Have a passionate interest in <LOCATION> and want to share your knowledge? Have a responsible and professional work ethic? Want to have a unique workday? If you answered yes to all of the above then you could just be the guide we need! Once you have completed the training to our standard ( read further below) your job responsibilites will include: Being Segway Guide on our various sightseeing & private tours: providing fun informative and engaging tours to tourists ( and locals) .	an „and“ zerteilt	ZS: an and zerteilt
zersplittert	test_2913	responsible for training and providing technical assistance	training | providing technical assistance	The Laboratory Technician/Medical Laboratory Technologist will directly participate in the research projects and will be responsible for training and providing technical assistance for students and postdoctoral fellows in the group .	an „and“ zerteilt	ZS: an and zerteilt
zersplittert	test_2475	pricing calculations competitor analysis	carrying out pricing calculations | competitor analysis and benchmarks	In the position as Pricing Specialist you will have an important role by supporting the Electricity Sales team by carrying out pricing calculations competitor analysis and benchmarks .	in Liste ohne Kommas zerteilt	ZS: sonstiges
zersplittert	test_3529	persuasive communicator	persuasive | communicator	You are able to communicate on all levels of the organization and with many stakeholders within IT and Business You are an excellent and persuasive communicator and fluent in both spoken and written English Other information Apply online in English for the job at <CONTACT> Please note that we will reply by email .	Adjektiv/Nomen getrennt	ZS: sonstiges
zersplittert	test_1189	Participating in the development of new features and optimizing existing ones	development of new features | optimizing	Participating in the development of new features and optimizing existing ones	an „and“ zerteilt	ZS: an and zerteilt
