kategorie	id	gold_span	vorhersage	satz	notiz	befund
zersplittert	test_353	selbstständige , strukturierte und lösungsorientierte Arbeitsweise	selbstständige | strukturierte | lösungsorientierte	- Eine selbstständige , strukturierte und lösungsorientierte Arbeitsweise	Adjektivreihe zerteilt, Bezugsnomen fehlt	ZS: Adjektivreihe + Nomen
zersplittert	test_290	Kundensupport und technische Beratung	Kundensupport | technische Beratung	- Kundensupport und technische Beratung in Bezug auf IT-Projekte und alltägliche Herausforderungen	Tätigkeiten an und/sowie/Komma zerteilt	ZS: an und/Komma zerteilt
zersplittert	test_242	selbstständige , teamorientierte und verantwortungsbewusste Arbeitsweise	selbstständige | teamorientierte | verantwortungsbewusste	- Eine selbstständige , teamorientierte und verantwortungsbewusste Arbeitsweise	Adjektivreihe zerteilt, Bezugsnomen fehlt	ZS: Adjektivreihe + Nomen
zersplittert	test_156	lösungsorientiertes , selbstständiges und verantwortungsvolles Arbeiten	lösungsorientiertes | selbstständiges | verantwortungsvolles	- Strukturierte und zuverlässige Arbeitsweise sowie lösungsorientiertes , selbstständiges und verantwortungsvolles Arbeiten	Adjektivreihe zerteilt, Bezugsnomen fehlt	ZS: Adjektivreihe + Nomen
zersplittert	test_299	Selbstständige und strukturierte Arbeitsweise mit hohem Kundenfokus	Selbstständige | strukturierte | Kundenfokus	- Selbstständige und strukturierte Arbeitsweise mit hohem Kundenfokus	Adjektivreihe zerteilt, Bezugsnomen fehlt	ZS: Adjektivreihe + Nomen
zersplittert	test_581	Technisches Verständnis und sicherer Umgang mit technischen Zeichnungen und Stücklisten	Technisches Verständnis | sicherer Umgang mit technischen Zeichnungen und Stücklisten	- Technisches Verständnis und sicherer Umgang mit technischen Zeichnungen und Stücklisten	Tätigkeiten an und/sowie/Komma zerteilt	ZS: an und/Komma zerteilt
zersplittert	test_117	Selbstständige , strukturierte Arbeitsweise	Selbstständige | strukturierte	- Selbstständige , strukturierte Arbeitsweise und Freude an vielseitigen Aufgaben	Adjektivreihe zerteilt, Bezugsnomen fehlt	ZS: Adjektivreihe + Nomen
zersplittert	test_583	Strukturierte , sorgfältige und selbstständige Arbeitsweise	Strukturierte | sorgfältige | selbstständige	- Strukturierte , sorgfältige und selbstständige Arbeitsweise	Adjektivreihe zerteilt, Bezugsnomen fehlt	ZS: Adjektivreihe + Nomen
zersplittert	test_521	kommunikations - und überzeugungsfähig	kommunikations - | überzeugungsfähig	- Sie sind kommunikations - und überzeugungsfähig	Bindestrich-Ellipse zerteilt	ZS: sonstiges
zersplittert	test_599	Eigenständige Umlagerung von Waren zur Optimierung der Lagerbestände	Eigenständige Umlagerung von Waren | Optimierung der Lagerbestände	- Eigenständige Umlagerung von Waren zur Optimierung der Lagerbestände	an „zur“ zerteilt	ZS: an Präposition zerteilt
zersplittert	test_375	arbeitest strukturiert , eigenverantwortlich	arbeitest | strukturiert | eigenverantwortlich	- Du arbeitest strukturiert , eigenverantwortlich und behältst auch bei mehreren Projekten gleichzeitig den Überblick	Verb und Adverbien getrennt	ZS: sonstiges
zersplittert	test_86	Steuerung bereichsübergreifender Initiativen und Priorisierung von Projekten auf Portfolio-Ebene	Steuerung bereichsübergreifender Initiativen | Priorisierung von Projekten	- Steuerung bereichsübergreifender Initiativen und Priorisierung von Projekten auf Portfolio-Ebene	Tätigkeiten an und/sowie/Komma zerteilt	ZS: an und/Komma zerteilt
zersplittert	test_156	Strukturierte und zuverlässige Arbeitsweise	Strukturierte | zuverlässige	- Strukturierte und zuverlässige Arbeitsweise sowie lösungsorientiertes , selbstständiges und verantwortungsvolles Arbeiten	Adjektivreihe zerteilt, Bezugsnomen fehlt	ZS: Adjektivreihe + Nomen
