doc_id	layer	nur_bei	span	entscheidung	einigung	regel
11_mechatroniker	SKILL	nur B	Du liest technische Zeichnungen sowie Schalt - und Montagepläne – und setzt sie gekonnt um	angepasst	[S] liest technische Zeichnungen sowie Schalt - und Montagepläne	R1
11_mechatroniker	SKILL	nur B	Du kümmerst dich um die Einweisung der Anwender in die Bedienung und übernimmst bei Bedarf die Kundenbetreuung	angepasst	[S] Einweisung der Anwender in die Bedienung || [S] Kundenbetreuung	R2
11_mechatroniker	SKILL	nur B	Du dokumentierst deine Arbeit sorgfältig und nachvollziehbar	angepasst	[S] dokumentierst deine Arbeit sorgfältig und nachvollziehbar	R1
11_mechatroniker	SKILL	nur B	Umgang mit Steuerungs - und Automatisierungstechnik sowie Mess - und Diagnosesystemen	angepasst	[K] Steuerungs - und Automatisierungstechnik || [K] Mess - und Diagnosesystemen	R1
11_mechatroniker	SKILL	nur B	stabiles technisches Verständnis , bist handwerklich geschickt , lösungsorientiert und zuverlässig	angepasst	[S] technisches Verständnis || [S] handwerklich geschickt || [S] lösungsorientiert || [S] zuverlässig	R1,R2
11_mechatroniker	SKILL	nur B	Du sprichst gut Deutsch	angepasst	[K] Deutsch	R3
12_softwareentwickler	SKILL	nur A	Entwicklung und Betrieb einer modernen , cloudbasierten Plattform zur Digitalisierung interner Verwaltungsprozesse	übernommen	Entwicklung und Betrieb einer modernen , cloudbasierten Plattform zur Digitalisierung interner Verwaltungsprozesse	R1
12_softwareentwickler	SKILL	nur A	Optimierung der Entwicklungs - , Test - und Produktionsumgebungen	übernommen	Optimierung der Entwicklungs - , Test - und Produktionsumgebungen	R2
12_softwareentwickler	SKILL	nur A	Sicherstellung eines stabilen , sicheren und skalierbaren Betriebs	übernommen	Sicherstellung eines stabilen , sicheren und skalierbaren Betriebs	R2
12_softwareentwickler	SKILL	nur A	Eigenverantwortliche Weiterentwicklung fachlicher und technischer Lösungskonzepte	übernommen	Eigenverantwortliche Weiterentwicklung fachlicher und technischer Lösungskonzepte	R1
12_softwareentwickler	SKILL	nur A	Aktive Mitgestaltung der Cloud-Architektur und digitalen Plattformen	übernommen	Aktive Mitgestaltung der Cloud-Architektur und digitalen Plattformen	R1
12_softwareentwickler	SKILL	nur A	Hohes Maß an Selbstständigkeit , Verantwortungsbewusstsein und Teamfähigkeit	angepasst	[S] Selbstständigkeit || [S] Verantwortungsbewusstsein || [S] Teamfähigkeit	R2
12_softwareentwickler	SKILL	nur B	Entwicklung und Betrieb einer modernen , cloudbasierten Plattform zur Digitalisierung interner Verwaltungsprozesse in enger Zusammenarbeit mit dem Team	angepasst	[S] Entwicklung und Betrieb einer modernen , cloudbasierten Plattform zur Digitalisierung interner Verwaltungsprozesse	R1
12_softwareentwickler	SKILL	nur B	Optimierung der Entwicklungs - , Test - und Produktionsumgebungen sowie Sicherstellung eines stabilen , sicheren und skalierbaren Betriebs in Abstimmung mit deinem Team	angepasst	[S] Optimierung der Entwicklungs - , Test - und Produktionsumgebungen || [S] Sicherstellung eines stabilen , sicheren und skalierbaren Betriebs	R2
12_softwareentwickler	SKILL	nur B	Eigenverantwortliche Weiterentwicklung fachlicher und technischer Lösungskonzepte – von der Idee bis zur Umsetzung	angepasst	[S] Eigenverantwortliche Weiterentwicklung fachlicher und technischer Lösungskonzepte	R1
12_softwareentwickler	SKILL	nur B	Aktive Mitgestaltung der Cloud-Architektur und digitalen Plattformen durch das Einbringen eigener Ideen	angepasst	[S] Aktive Mitgestaltung der Cloud-Architektur und digitalen Plattformen	R1
12_softwareentwickler	SKILL	nur B	Selbstständigkeit , Verantwortungsbewusstsein und Teamfähigkeit	angepasst	[S] Selbstständigkeit || [S] Verantwortungsbewusstsein || [S] Teamfähigkeit	R2
12_softwareentwickler	SKILL	nur B	Fließende Deutschkenntnisse in Wort und Schrift	angepasst	[K] Deutschkenntnisse	R3
12_softwareentwickler	KNOWLEDGE	nur A	Infrastructure as Code	übernommen	Infrastructure as Code	R3
12_softwareentwickler	KNOWLEDGE	nur A	Cloud-Technologien	übernommen	Cloud-Technologien	R3
12_softwareentwickler	KNOWLEDGE	nur A	Clean Code	übernommen	Clean Code	R3
12_softwareentwickler	KNOWLEDGE	nur A	moderne Architekturen	verworfen		R3: unterbestimmt
12_softwareentwickler	KNOWLEDGE	nur A	KI	übernommen	KI	R3
12_softwareentwickler	KNOWLEDGE	nur A	Grafana Cloud	übernommen	Grafana Cloud	R3
12_softwareentwickler	KNOWLEDGE	nur A	Kubernetes	übernommen	Kubernetes	R3
12_softwareentwickler	KNOWLEDGE	nur A	AWS	übernommen	AWS	R3
12_softwareentwickler	KNOWLEDGE	nur A	Terraform	übernommen	Terraform	R3
12_softwareentwickler	KNOWLEDGE	nur A	Crossplane	übernommen	Crossplane	R3
12_softwareentwickler	KNOWLEDGE	nur A	ArgoCD	übernommen	ArgoCD	R3
12_softwareentwickler	KNOWLEDGE	nur A	Tilt	übernommen	Tilt	R3
12_softwareentwickler	KNOWLEDGE	nur A	Atlas MongoDB	übernommen	Atlas MongoDB	R3
12_softwareentwickler	KNOWLEDGE	nur A	Spring Boot	übernommen	Spring Boot	R3
12_softwareentwickler	KNOWLEDGE	nur A	Java	übernommen	Java	R3
12_softwareentwickler	KNOWLEDGE	nur A	Softwareentwicklung	übernommen	Softwareentwicklung	R3
12_softwareentwickler	KNOWLEDGE	nur A	DevOps	übernommen	DevOps	R3
12_softwareentwickler	KNOWLEDGE	nur A	Java	übernommen	Java	R3
12_softwareentwickler	KNOWLEDGE	nur A	Cloud-Technologien	übernommen	Cloud-Technologien	R3
12_softwareentwickler	KNOWLEDGE	nur A	Automatisierung	übernommen	Automatisierung	R3
12_softwareentwickler	KNOWLEDGE	nur B	Build - , Test - und Deployment-Workflows	übernommen	Build - , Test - und Deployment-Workflows	R2
13_fachinformatiker-systemintegration	SKILL	nur A	Administration und Wartung der IT-Systeme unserer Kunden	übernommen	Administration und Wartung der IT-Systeme unserer Kunden	R1
13_fachinformatiker-systemintegration	SKILL	nur A	Kundensupport und technische Beratung	übernommen	Kundensupport und technische Beratung	R1
13_fachinformatiker-systemintegration	SKILL	nur B	Administration und Wartung der IT-Systeme unserer Kunden ( Server , Netzwerke , Clients )	angepasst	[S] Administration und Wartung der IT-Systeme unserer Kunden	R1
13_fachinformatiker-systemintegration	SKILL	nur B	Kundensupport und technische Beratung in Bezug auf IT-Projekte und alltägliche Herausforderungen	angepasst	[S] Kundensupport und technische Beratung	R1
13_fachinformatiker-systemintegration	KNOWLEDGE	nur A	Backup	angepasst	[K] Backup - und Wiederherstellungsprozessen	R2
13_fachinformatiker-systemintegration	KNOWLEDGE	nur A	Microsoft 365	übernommen	Microsoft 365	R3
13_fachinformatiker-systemintegration	KNOWLEDGE	nur A	VMware	übernommen	VMware	R3
13_fachinformatiker-systemintegration	KNOWLEDGE	nur A	Hyper-V	übernommen	Hyper-V	R3
13_fachinformatiker-systemintegration	KNOWLEDGE	nur A	Firewall	übernommen	Firewall	R3
13_fachinformatiker-systemintegration	KNOWLEDGE	nur B	IT-Systeme	verworfen		R3: unterbestimmt
13_fachinformatiker-systemintegration	KNOWLEDGE	nur B	Hardware	verworfen		R3: unterbestimmt
13_fachinformatiker-systemintegration	KNOWLEDGE	nur B	Software	verworfen		R3: unterbestimmt
13_fachinformatiker-systemintegration	KNOWLEDGE	nur B	Backup - und Wiederherstellungsprozessen	übernommen	Backup - und Wiederherstellungsprozessen	R2
13_fachinformatiker-systemintegration	KNOWLEDGE	nur B	Cyberbedrohungen	übernommen	Cyberbedrohungen	R3
14_it-support	SKILL	nur B	Gute Deutschkenntnisse	angepasst	[K] Deutschkenntnisse	R3
14_it-support	SKILL	nur B	Unterstützung bei technischen Anfragen im IT Umfeld	angepasst	[S] Unterstützung bei technischen Anfragen	R1
14_it-support	KNOWLEDGE	nur B	Anwenderumfeld	verworfen		R3: kein Wissensgebiet
14_it-support	KNOWLEDGE	nur B	Hard und Softwareproblemen	verworfen		R3: unterbestimmt
14_it-support	KNOWLEDGE	nur B	Windows	übernommen	Windows	R3
14_it-support	KNOWLEDGE	nur B	Software	verworfen		R3: unterbestimmt
14_it-support	KNOWLEDGE	nur B	Betriebssystemen	übernommen	Betriebssystemen	R3
15_data-engineer	SKILL	nur A	Konzeption , Umsetzung und dem Betrieb unserer modernen On-Premises-Lakehouse-Architektur	übernommen	Konzeption , Umsetzung und dem Betrieb unserer modernen On-Premises-Lakehouse-Architektur	R1
15_data-engineer	SKILL	nur A	entwickeln , betreiben und optimieren ETL - bzw . Datenpipelines zur Integration und Verarbeitung unterschiedlicher Datenquellen	übernommen	entwickeln , betreiben und optimieren ETL - bzw . Datenpipelines zur Integration und Verarbeitung unterschiedlicher Datenquellen	R1
15_data-engineer	SKILL	nur A	Weiterentwicklung und Modernisierung bestehender Data-Warehouse-Strukturen	übernommen	Weiterentwicklung und Modernisierung bestehender Data-Warehouse-Strukturen	R1
15_data-engineer	SKILL	nur A	stellen eine hohe Datenqualität und Datenverfügbarkeit sicher	übernommen	stellen eine hohe Datenqualität und Datenverfügbarkeit sicher	R2
15_data-engineer	SKILL	nur A	übersetzen Sie fachliche Anforderungen in praktikable Datenlösungen	übernommen	übersetzen Sie fachliche Anforderungen in praktikable Datenlösungen	R1
15_data-engineer	SKILL	nur B	wirken Sie an der Weiterentwicklung unserer Datenlandschaft mit und schaffen eine zuverlässige Grundlage für die datengetriebene Arbeit der Fachbereiche	angepasst	[S] Weiterentwicklung unserer Datenlandschaft	R1
15_data-engineer	SKILL	nur B	Sie wirken bei der Konzeption , Umsetzung und dem Betrieb unserer modernen On-Premises-Lakehouse-Architektur mit	angepasst	[S] Konzeption , Umsetzung und dem Betrieb unserer modernen On-Premises-Lakehouse-Architektur	R1
15_data-engineer	SKILL	nur B	Sie entwickeln , betreiben und optimieren ETL - bzw . Datenpipelines zur Integration und Verarbeitung unterschiedlicher Datenquellen	angepasst	[S] entwickeln , betreiben und optimieren ETL - bzw . Datenpipelines zur Integration und Verarbeitung unterschiedlicher Datenquellen	R1
15_data-engineer	SKILL	nur B	Sie unterstützen die Weiterentwicklung und Modernisierung bestehender Data-Warehouse-Strukturen , unter anderem im Snowflake-Umfeld	angepasst	[S] Weiterentwicklung und Modernisierung bestehender Data-Warehouse-Strukturen	R1
15_data-engineer	SKILL	nur B	Sie stellen eine hohe Datenqualität und Datenverfügbarkeit sicher und identifizieren Optimierungsmöglichkeiten	angepasst	[S] stellen eine hohe Datenqualität und Datenverfügbarkeit sicher || [S] identifizieren Optimierungsmöglichkeiten	R2
15_data-engineer	SKILL	nur B	Gemeinsam mit den Fachbereichen übersetzen Sie fachliche Anforderungen in praktikable Datenlösungen	angepasst	[S] übersetzen Sie fachliche Anforderungen in praktikable Datenlösungen	R1
15_data-engineer	SKILL	nur B	bringen Sie sich in angrenzende Entwicklungs - und DevOps-Themen ein	angepasst	[K] Entwicklungs - und DevOps-Themen	R2
15_data-engineer	SKILL	nur B	Umgang mit Linux , GitLab oder Oracle	verworfen		"R1: ""Umgang mit"" = leeres Verb; nur KNOWLEDGE"
15_data-engineer	SKILL	nur B	Gute Deutsch - und Englischkenntnisse	angepasst	[K] Deutsch - und Englischkenntnisse	R2
15_data-engineer	KNOWLEDGE	nur A	Datenarchitekturen	übernommen	Datenarchitekturen	R3
15_data-engineer	KNOWLEDGE	nur A	DevOps-Themen	angepasst	[K] Entwicklungs - und DevOps-Themen	R2
15_data-engineer	KNOWLEDGE	nur A	Datenpipelines	übernommen	Datenpipelines	R3
15_data-engineer	KNOWLEDGE	nur A	Data-Warehouse	angepasst	[K] Data-Warehouse - oder Lakehouse-Architekturen	R2
15_data-engineer	KNOWLEDGE	nur A	Lakehouse-Architekturen	angepasst	[K] Data-Warehouse - oder Lakehouse-Architekturen	R2
15_data-engineer	KNOWLEDGE	nur A	Snowflake	übernommen	Snowflake	R3
15_data-engineer	KNOWLEDGE	nur A	Deutsch - und Englischkenntnisse	übernommen	Deutsch - und Englischkenntnisse	R2
15_data-engineer	KNOWLEDGE	nur B	Datenlandschaft	verworfen		R3: Arbeitsgegenstand
15_data-engineer	KNOWLEDGE	nur B	Data-Warehouse - oder Lakehouse-Architekturen	übernommen	Data-Warehouse - oder Lakehouse-Architekturen	R2
15_data-engineer	KNOWLEDGE	nur B	Deutsch	angepasst	[K] Deutsch - und Englischkenntnisse	R2
15_data-engineer	KNOWLEDGE	nur B	Englischkenntnisse	angepasst	[K] Deutsch - und Englischkenntnisse	R2
16_marketing-manager-hotel	SKILL	nur A	Planung , Koordination und Steuerung integrierter Marketingkampagnen	übernommen	Planung , Koordination und Steuerung integrierter Marketingkampagnen	R1
16_marketing-manager-hotel	SKILL	nur A	Entwicklung innovativer Konzepte zur Umsatzsteigerung und Gästebindung	übernommen	Entwicklung innovativer Konzepte zur Umsatzsteigerung und Gästebindung	R1
16_marketing-manager-hotel	SKILL	nur A	Planung und Umsetzung von Presseveranstaltungen , Hotel-Events und Marketingaktivierungen	übernommen	Planung und Umsetzung von Presseveranstaltungen , Hotel-Events und Marketingaktivierungen	R1
16_marketing-manager-hotel	SKILL	nur A	Analyse von Markt - und Wettbewerbstrends sowie Identifikation neuer Potenziale	angepasst	[S] Analyse von Markt - und Wettbewerbstrends || [S] Identifikation neuer Potenziale	R2
16_marketing-manager-hotel	SKILL	nur A	Führung und Entwicklung des Sales & Marketing Coordinators	angepasst	[S] Führung und Entwicklung des Sales & Marketing Coordinators sowie der Dualen Studenten und Auszubildenden	R2
16_marketing-manager-hotel	SKILL	nur A	arbeitest strukturiert , eigenverantwortlich	übernommen	arbeitest strukturiert , eigenverantwortlich	R2
16_marketing-manager-hotel	SKILL	nur A	kommunizierst souverän in deutscher und englischer Sprache	übernommen	kommunizierst souverän in deutscher und englischer Sprache	R1
16_marketing-manager-hotel	SKILL	nur B	Planung , Koordination und Steuerung integrierter Marketingkampagnen für Rooms , Food & Beverage , Meetings & Events sowie weitere Hotelbereiche	angepasst	[S] Planung , Koordination und Steuerung integrierter Marketingkampagnen	R1
16_marketing-manager-hotel	SKILL	nur B	Entwicklung innovativer Konzepte zur Umsatzsteigerung und Gästebindung in enger Zusammenarbeit mit dem Director of Sales & Marketing	angepasst	[S] Entwicklung innovativer Konzepte zur Umsatzsteigerung und Gästebindung	R1
16_marketing-manager-hotel	SKILL	nur B	Unterstützung bei der Planung und Umsetzung von Presseveranstaltungen , Hotel-Events und Marketingaktivierungen	angepasst	[S] Planung und Umsetzung von Presseveranstaltungen , Hotel-Events und Marketingaktivierungen	R1
16_marketing-manager-hotel	SKILL	nur B	Analyse von Markt - und Wettbewerbstrends sowie Identifikation neuer Potenziale zur Weiterentwicklung der Marketingaktivitäten	angepasst	[S] Analyse von Markt - und Wettbewerbstrends || [S] Identifikation neuer Potenziale	R2
16_marketing-manager-hotel	SKILL	nur B	Führung und Entwicklung des Sales & Marketing Coordinators sowie der Dualen Studenten und Auszubildenden	übernommen	Führung und Entwicklung des Sales & Marketing Coordinators sowie der Dualen Studenten und Auszubildenden	R2
16_marketing-manager-hotel	SKILL	nur B	Du arbeitest strukturiert , eigenverantwortlich und behältst auch bei mehreren Projekten gleichzeitig den Überblick	angepasst	[S] arbeitest strukturiert , eigenverantwortlich || [S] behältst auch bei mehreren Projekten gleichzeitig den Überblick	R2
16_marketing-manager-hotel	SKILL	nur B	Du kommunizierst souverän in deutscher und englischer Sprache – sowohl mündlich als auch schriftlich	angepasst	[S] kommunizierst souverän in deutscher und englischer Sprache	R1
16_marketing-manager-hotel	SKILL	nur B	Umgang mit Microsoft Office sowie gängigen Marketing - und Analysetools	angepasst	[K] Marketing	R3
16_marketing-manager-hotel	KNOWLEDGE	nur B	Marketingstrategien	verworfen		R3: Arbeitsgegenstand
16_marketing-manager-hotel	KNOWLEDGE	nur B	Marketingkampagnen	verworfen		R3: Arbeitsgegenstand
16_marketing-manager-hotel	KNOWLEDGE	nur B	Marketing	übernommen	Marketing	R3
16_marketing-manager-hotel	KNOWLEDGE	nur B	Content-Maßnahmen	verworfen		R3: Arbeitsgegenstand
16_marketing-manager-hotel	KNOWLEDGE	nur B	Social-Media-Kanäle	übernommen	Social-Media-Kanäle	R3
16_marketing-manager-hotel	KNOWLEDGE	nur B	Hotellerie - , Tourismus - oder Lifestyle-Branche	übernommen	Hotellerie - , Tourismus - oder Lifestyle-Branche	R3
16_marketing-manager-hotel	KNOWLEDGE	nur B	Marriott-Umfeld	verworfen		R3: Firma, kein Arbeitsfeld
17_sachbearbeitung-fes	SKILL	nur A	Organisatorische Vor - und Nachbereitung von Maßnahmen der politischen Bildung und Beratung	übernommen	Organisatorische Vor - und Nachbereitung von Maßnahmen der politischen Bildung und Beratung	R1
17_sachbearbeitung-fes	SKILL	nur A	Gute Team - und Kommunikationsfähigkeit	angepasst	[S] Team - und Kommunikationsfähigkeit	R1
17_sachbearbeitung-fes	SKILL	nur B	Organisatorische Vor - und Nachbereitung von Maßnahmen der politischen Bildung und Beratung in Sachsen-Anhalt inklusive Online-Formaten	angepasst	[S] Organisatorische Vor - und Nachbereitung von Maßnahmen der politischen Bildung und Beratung	R1
17_sachbearbeitung-fes	SKILL	nur B	Team - und Kommunikationsfähigkeit	übernommen	Team - und Kommunikationsfähigkeit	R1
17_sachbearbeitung-fes	SKILL	nur B	Umgang mit Content Management Systemen , Videokonferenzsystemen sowie mit Social-Media	angepasst	[K] Social-Media || [K] Content Management Systemen || [K] Videokonferenzsystemen	R1,R3
17_sachbearbeitung-fes	KNOWLEDGE	nur A	EDV-Kenntnisse	verworfen		R3: unterbestimmt
17_sachbearbeitung-fes	KNOWLEDGE	nur A	Social-Media	übernommen	Social-Media	R3
17_sachbearbeitung-fes	KNOWLEDGE	nur B	politischen Bildung	übernommen	politischen Bildung	R3
17_sachbearbeitung-fes	KNOWLEDGE	nur B	Online-Formaten	verworfen		R3: Arbeitsgegenstand
18_buchhaltung-aurea	SKILL	nur A	Prüfung von Steuerbescheiden für deutsche Gesellschaften	angepasst	[S] Prüfung von Steuerbescheiden	R1
18_buchhaltung-aurea	SKILL	nur A	Sicherstellung termingerechter Vorauszahlungen	übernommen	Sicherstellung termingerechter Vorauszahlungen	R2
18_buchhaltung-aurea	SKILL	nur A	Erstellung von Monats - , Quartals - und Jahresabschlüssen nach HGB	übernommen	Erstellung von Monats - , Quartals - und Jahresabschlüssen nach HGB	R1
18_buchhaltung-aurea	SKILL	nur A	Monatliche Konsolidierung auf Gruppenebene	angepasst	[S] Konsolidierung auf Gruppenebene	R1
18_buchhaltung-aurea	SKILL	nur A	Erstellung von Kostenstellenreports und Führung des Anlagevermögens	angepasst	[S] Erstellung von Kostenstellenreports || [S] Führung des Anlagevermögens	R2
18_buchhaltung-aurea	SKILL	nur A	Periodengerechte Abgrenzung von Unternehmenskosten	übernommen	Periodengerechte Abgrenzung von Unternehmenskosten	R2
18_buchhaltung-aurea	SKILL	nur A	tägliche Buchung von Geschäftsvorfällen	angepasst	[S] Buchung von Geschäftsvorfällen	R2
18_buchhaltung-aurea	SKILL	nur A	Mitarbeit an Projekten zur Optimierung von Geschäftsprozessen	angepasst	[S] Optimierung von Geschäftsprozessen	R1
18_buchhaltung-aurea	SKILL	nur A	Key-User-Funktion im Bereich Finanzbuchhaltung	angepasst	[K] Finanzbuchhaltung	R3
18_buchhaltung-aurea	SKILL	nur A	Durchführung von Mitarbeiterschulungen	übernommen	Durchführung von Mitarbeiterschulungen	R2
18_buchhaltung-aurea	SKILL	nur A	Kontenabstimmungen	übernommen	Kontenabstimmungen	R2
18_buchhaltung-aurea	SKILL	nur A	abschlusssichere Buchungen im Rahmen des Jahresabschlusses	übernommen	abschlusssichere Buchungen im Rahmen des Jahresabschlusses	R2
18_buchhaltung-aurea	SKILL	nur A	Bereitstellung aller Haupt - und Nebenbücher für Wirtschaftsprüfer	übernommen	Bereitstellung aller Haupt - und Nebenbücher für Wirtschaftsprüfer	R2
18_buchhaltung-aurea	SKILL	nur A	Begleitung der Inventur	übernommen	Begleitung der Inventur	R2
18_buchhaltung-aurea	SKILL	nur A	Sachkonten-Mapping für internationale Gesellschaften	angepasst	[S] Sachkonten-Mapping	R1
18_buchhaltung-aurea	SKILL	nur A	Abstimmung von Intercompany-Sachverhalten	übernommen	Abstimmung von Intercompany-Sachverhalten	R2
18_buchhaltung-aurea	SKILL	nur A	Analyse von Finanzdaten	übernommen	Analyse von Finanzdaten	R2
18_buchhaltung-aurea	SKILL	nur A	Kontrolle von Betriebskosten und Buchungen auf Sachkostenebene	übernommen	Kontrolle von Betriebskosten und Buchungen auf Sachkostenebene	R2
18_buchhaltung-aurea	SKILL	nur A	Erstellung von Umsatzsteuerjahresmeldungen , K-4 Meldungen und Meldungen zur Strukturstatistik	angepasst	[S] Erstellung von Umsatzsteuerjahresmeldungen , K-4 Meldungen und Meldungen zur Strukturstatistik bzw . globalen Wertschöpfung	R2
18_buchhaltung-aurea	SKILL	nur A	Kommunikation mit Banken	übernommen	Kommunikation mit Banken	R2
18_buchhaltung-aurea	SKILL	nur A	Verwaltung von Perioden im ERP-System	übernommen	Verwaltung von Perioden im ERP-System	R1
18_buchhaltung-aurea	SKILL	nur A	Führungserfahrung	übernommen	Führungserfahrung	R0
18_buchhaltung-aurea	SKILL	nur A	ein Team zu leiten und zu entwickeln	übernommen	ein Team zu leiten und zu entwickeln	R1
18_buchhaltung-aurea	SKILL	nur A	Gute Kommunikationsfähigkeiten in Deutsch und Englisch	angepasst	[S] Kommunikationsfähigkeiten	R1
18_buchhaltung-aurea	SKILL	nur B	Prüfung von Steuerbescheiden für deutsche Gesellschaften und Sicherstellung termingerechter Vorauszahlungen ( KöSt , GewSt )	angepasst	[S] Prüfung von Steuerbescheiden || [S] Sicherstellung termingerechter Vorauszahlungen	R1,R2
18_buchhaltung-aurea	SKILL	nur B	Erstellung von Monats - , Quartals - und Jahresabschlüssen nach HGB ( Bilanz , GuV , BWA ) für deutsche und belgische Gesellschaften	angepasst	[S] Erstellung von Monats - , Quartals - und Jahresabschlüssen nach HGB	R1
18_buchhaltung-aurea	SKILL	nur B	Monatliche Konsolidierung auf Gruppenebene ( Deutschland , Belgien , Schweiz , Österreich )	angepasst	[S] Konsolidierung auf Gruppenebene	R1
18_buchhaltung-aurea	SKILL	nur B	Erstellung von Kostenstellenreports und Führung des Anlagevermögens in DATEV und Excel	angepasst	[S] Erstellung von Kostenstellenreports || [S] Führung des Anlagevermögens	R2
18_buchhaltung-aurea	SKILL	nur B	Periodengerechte Abgrenzung von Unternehmenskosten und tägliche Buchung von Geschäftsvorfällen	angepasst	[S] Periodengerechte Abgrenzung von Unternehmenskosten || [S] Buchung von Geschäftsvorfällen	R2
18_buchhaltung-aurea	SKILL	nur B	Mitarbeit an Projekten zur Optimierung von Geschäftsprozessen und Umsetzung gesetzlicher Neuerungen	angepasst	[S] Optimierung von Geschäftsprozessen || [S] Umsetzung gesetzlicher Neuerungen	R1,R2
18_buchhaltung-aurea	SKILL	nur B	Key-User-Funktion im Bereich Finanzbuchhaltung und Durchführung von Mitarbeiterschulungen	angepasst	[S] Durchführung von Mitarbeiterschulungen	R2
18_buchhaltung-aurea	SKILL	nur B	Kontenabstimmungen ( OP-geführte Sachkonten , Bilanz - und GuV-Konten ) und abschlusssichere Buchungen im Rahmen des Jahresabschlusses	angepasst	[S] Kontenabstimmungen || [S] abschlusssichere Buchungen im Rahmen des Jahresabschlusses	R2
18_buchhaltung-aurea	SKILL	nur B	Bereitstellung aller Haupt - und Nebenbücher für Wirtschaftsprüfer und Begleitung der Inventur	angepasst	[S] Bereitstellung aller Haupt - und Nebenbücher für Wirtschaftsprüfer || [S] Begleitung der Inventur	R2
18_buchhaltung-aurea	SKILL	nur B	Sachkonten-Mapping für internationale Gesellschaften und Abstimmung von Intercompany-Sachverhalten	angepasst	[S] Sachkonten-Mapping || [S] Abstimmung von Intercompany-Sachverhalten	R1,R2
18_buchhaltung-aurea	SKILL	nur B	Analyse von Finanzdaten sowie Kontrolle von Betriebskosten und Buchungen auf Sachkostenebene	angepasst	[S] Analyse von Finanzdaten || [S] Kontrolle von Betriebskosten und Buchungen auf Sachkostenebene	R2
18_buchhaltung-aurea	SKILL	nur B	Erstellung von Umsatzsteuerjahresmeldungen , K-4 Meldungen und Meldungen zur Strukturstatistik bzw . globalen Wertschöpfung ( Destatis )	angepasst	[S] Erstellung von Umsatzsteuerjahresmeldungen , K-4 Meldungen und Meldungen zur Strukturstatistik bzw . globalen Wertschöpfung	R2
18_buchhaltung-aurea	SKILL	nur B	Weiterleitung der Jahresabschlüsse und Kommunikation mit Banken	angepasst	[S] Weiterleitung der Jahresabschlüsse || [S] Kommunikation mit Banken	R2
18_buchhaltung-aurea	SKILL	nur B	Verwaltung von Perioden im ERP-System für alle Abteilungen und Gesellschaften	angepasst	[S] Verwaltung von Perioden im ERP-System	R1
18_buchhaltung-aurea	SKILL	nur B	Fähigkeit , ein Team zu leiten und zu entwickeln	angepasst	[S] ein Team zu leiten und zu entwickeln	R1
18_buchhaltung-aurea	SKILL	nur B	Kommunikationsfähigkeiten in Deutsch und Englisch , insbesondere für internationale Gesellschaften	angepasst	[S] Kommunikationsfähigkeiten	R1
18_buchhaltung-aurea	KNOWLEDGE	nur A	HGB	übernommen	HGB	R3
18_buchhaltung-aurea	KNOWLEDGE	nur A	HGB	übernommen	HGB	R3
18_buchhaltung-aurea	KNOWLEDGE	nur A	Umsatzsteuer	übernommen	Umsatzsteuer	R3
18_buchhaltung-aurea	KNOWLEDGE	nur A	DATEV	übernommen	DATEV	R3
18_buchhaltung-aurea	KNOWLEDGE	nur A	Excel	übernommen	Excel	R3
18_buchhaltung-aurea	KNOWLEDGE	nur A	Deutsch	übernommen	Deutsch	R3
18_buchhaltung-aurea	KNOWLEDGE	nur B	KöSt	übernommen	KöSt	R3
18_buchhaltung-aurea	KNOWLEDGE	nur B	GewSt	übernommen	GewSt	R3
18_buchhaltung-aurea	KNOWLEDGE	nur B	Destatis	verworfen		R3: Organisation
18_buchhaltung-aurea	KNOWLEDGE	nur B	Reporting	verworfen		R3: Tätigkeit, kein Wissen
19_sachbearbeiter-controlling	SKILL	nur A	Pflege und Verwaltung von Stammdaten für Investitionsprojekte	übernommen	Pflege und Verwaltung von Stammdaten für Investitionsprojekte	R1
19_sachbearbeiter-controlling	SKILL	nur A	Weiterentwicklung und Optimierung des Investitionscontrollings	übernommen	Weiterentwicklung und Optimierung des Investitionscontrollings	R1
19_sachbearbeiter-controlling	SKILL	nur B	Pflege und Verwaltung von Stammdaten für Investitionsprojekte sowie bauliche Instandhaltungs - und Unterhaltungsmaßnahmen	angepasst	[S] Pflege und Verwaltung von Stammdaten für Investitionsprojekte	R1
19_sachbearbeiter-controlling	SKILL	nur B	Mitarbeit an Projekten zur Weiterentwicklung und Optimierung des Investitionscontrollings	angepasst	[S] Weiterentwicklung und Optimierung des Investitionscontrollings	R1
19_sachbearbeiter-controlling	SKILL	nur B	sicherer Umgang mit den gängigen MS Office Anwendungen	angepasst	[K] MS Office	R1
19_sachbearbeiter-controlling	SKILL	nur B	Verhandlungssichere Deutschkenntnisse in Wort und Schrift	angepasst	[K] Deutschkenntnisse	R3
19_sachbearbeiter-controlling	KNOWLEDGE	nur A	SAP-PS-Systems	übernommen	SAP-PS-Systems	R3
19_sachbearbeiter-controlling	KNOWLEDGE	nur A	SAP PS	übernommen	SAP PS	R3
19_sachbearbeiter-controlling	KNOWLEDGE	nur A	MS Office	übernommen	MS Office	R1
19_sachbearbeiter-controlling	KNOWLEDGE	nur B	Investitionscontrollings	übernommen	Investitionscontrollings	R3
19_sachbearbeiter-controlling	KNOWLEDGE	nur B	MS Office Anwendungen	angepasst	[K] MS Office	R1
